id,title,tags,answer
75173490,how can i check similarity in meaning and not just having same words between two texts with spacy,python nlp spacy similarity semantics,the spacy library by default will use the average of the word embeddings of words in a sentence to determine semantic similarity this can be thought of as a naive sentence embedding approach such an approach could work but if you were to use it is recommended that you first filter nonmeaningful words eg common words to prevent them from undesirably influencing the final sentence embeddings the alternative and more reliable solution is to use a different pipeline within spacy that has been designed to use sentence embeddings created specifically with a dedicated sentence encoder eg the universal sentence encoder use by cer et al martino mensio created a package called spacyuniversalsentenceencoder that makes use of this model install it via the following command in your command prompt pip install spacyuniversalsentenceencoder then you can compute the semantic similarity between sentences as follows import spacyuniversalsentenceencoder load one of the models enusemd enuselg xxusemd xxuselg nlp spacyuniversalsentenceencoderloadmodelenuselg create two documents doc nlphi there how are you doc nlphello there how are you doing today use the similarity method to compare the full documents ie sentences printdocsimilaritydoc output or make the comparison using a predefined span of the second document printdocsimilaritydoc output as a side note when you run the nlp spacyuniversalsentenceencoderloadmodelenuselg command for the first time you may have to do so with administrator rights to allow tensorflow to create the models folder in cprogram filespythonlibsitepackagesspacyuniversalsentenceencoder and download the appropriate model if you dont it is possible that there will be a permissiondeniederror and the code will not run references cer d yang y kong sy hua n limtiaco n john rs constant n guajardocespedes m yuan s tar c and sung yh universal sentence encoder arxiv preprint arxiv
74428413,understanding dimensions in multiheadattention layer of tensorflow,tensorflow nlp transformermodel attentionmodel,yes for you can probe the weights by get the weights associated output shapes
74178604,explain regular expression in python,python nlp expression regularlanguage,for the regular expression aeiouaeiouyaeiouaeiou we can break it down into aeiouaeiou not a vowel y the letter y aeiouaeiou not a vowel specifically aeiou would be a set of all lowercase vowels so that matches on one character of aeiou the caret means not so aeiou would match on any character other than a lower case vowel therefore the regex matches the letter y with any character directly before and after it that is not a vowel
73656239,python how to automatically spellcheck and correct joined words such as reportthatexplains and havebeen,python nlp,use word ninja library for splitting long word into sub word
73339264,what is meant by define model class in pytorch documentation,python nlp pytorch,you need to define the model class as for example explained here reusing the example from the linked website as a random example a class for themodelclass could be defined as follows
73334654,what is better custom training the bert model or use the model with pretrained data,python nlp huggingfacetransformers nlpquestionanswering,the stateoftheart approach is to take a pretrained model that was pretrained on tasks that are relevant to your problem and finetune the model on your dataset so assuming you have your dataset in english you should take a pretrained model on natural language english you can then finetune it this will most likely work better than training from scratch but you can experiment on your own you can also load a model without the pretrained weights in huggingface
73311660,what is the difference between asssigning layer and assigning weight of layer,deeplearning nlp pytorch embedding,if you assign a layer weight the assigned layer weight has to have the same shape as the current layer weight if you assign a new layer you can assign any layer as long as it can handle the input tensor shape and return the correct output tensor shape
73146232,what is a regex expression that can prune down repeating identical characters down to a maximum of two repeats,python regex nlp datapreprocessing,the regexp should be w to match a character followed by at least repetitions thats or more when you include the initial character the replacement is then to replace with just two repetitions
73132769,what is the right way to get unit vector to index elasticsearch ann dotproduct,python elasticsearch nlp,i was confronted with the exact same problem and i found a solution after much experimentation in my case when indexing lots of embeddings to elasticsearch densevector with similarity parameter set to dotproduct most of them got indexed properly and a small percentage of them failed with the dotproduct similarity can only be used with unitlength vectors i found after intensive testing that the problem was that the unit vectors i was working with were of numerical types npfloat and this was causing the error working with npfloat as a numerical type in my workflow for my unit vectors solved the issue
72997028,how to understand the answerstart parameter of squad dataset for training bertqa model practical implications for creating custom dataset,nlp huggingfacetransformers bertlanguagemodel huggingfacedatasets squad,your question is a bit broad to give you a specific answer but i will try my best to point you in some directions the intuition behind how the model uses the answerstart when calculating the loss accuracy etc there are different types of qa tasksdatasets the ones you mentioned squad and adversarialqa belong to the field of extractive question answering there a model must select a span from a given context that answers the given question for example context second democrats have always elevated their minority floor leader to the speakership upon reclaiming majority status republicans have not always followed this leadership succession pattern in for instance republicans bypassed james r mann ril who had been minority leader for eight years and elected frederick gillett rma to be speaker mann had angered many republicans by objecting to their private bills on the floor also he was a protg of autocratic speaker joseph cannon ril and many members suspected that he would try to recentralize power in his hands if elected speaker more recently although robert h michel was the minority leader in when the republicans regained control of the house in the midterm elections he had already announced his retirement and had little or no involvement in the campaign including the contract with america which was unveiled six weeks before voting day questionhow did republicans feel about mann in answerangered starting at character a simple approach that is often used today is a linear layer that predicts the answer start and answer end from the last hidden state of a transformer encoder code example the last hidden state holds one vector for each input token token words and the linear layer is trained to assign high probabilities to tokens that could potentially be the start and end of the answer span to train a model with your data the loss function needs to know which tokens should get a high probability ie the answer and the start token if i need to go through the process of adding this to my custom dataset easier to run model evaluation code etc you should go through this process otherwise how should someone know where the answer starts in your context they can of course interfere with it programmatically but what if your answer string appears twice in the context providing an answer start position avoids confusion and allows your users to use it right away with one of the many extractive questions answering scripts that are already available out there if so is there a programmatic way to do this to avoid manual effort you could simply loop through your dataset and use strfind contextfindanswer output
72706958,what is the ideal size of the vector for each word in wordvec,python pythonx machinelearning nlp wordvec,each dimension of a dense vector is typically a bit float so storing tokenvectors of dimensions each will take at least vectors floats bytesfloat mb for the raw vector weights plus some overhead for remembering which token associates with which line lets say you were somehow changing each of your rows into a single summary vector of the same size perhaps by averaging together each of the token vectors into a single vector a simple baseline approach though there are many limitations of that approach other techniques that might be used in that case storing the million vectors will necessarily take about vectors floats bytesfloat mb for the raw vector weights plus some overhead to remember which row associates with which vector that neither of these is anywhere close to gb implies youre making some other choices expanding things significantly json is a poor choice for compactly representing dense floatingpoint numerical data but even that is unlikely to explain the full expansion your description that you saved these vectors for each data point in a json file isnt really clear what vectors are being saved or in what sort of json conventions perhaps youre storing the separate vectors for each row thatd give a raw baseline weightsonly size of rows tokensrow floats bytesfloat gb it is plausible inefficient json is expanding the storedsize by something like x so i guess youre doing something like this but in addition to the inefficiency of json given that the tokens from a vocabulary of k each given enough info to reconstitute any other perrow info thats solely a function of the tokens the k wordvectors theres not really any reason to expand the representations this way for example if the word apple is already in your dataset and appears many thousands of times theres no reason to rewrite the dimensions of apple many thousands of times the word apple alone is enough to callback those dimensions whenever you want them from the muchsmaller mb setofk tokenvectors thats easy to keep in ram so mainly ditch json dont unnecessarily expand each row into dimensions to your specific questions the optimal size will vary based on lots of things including your data other goals the only way to rationally choose is to figure out some way to score the trained vectors on your true end goals some repeatable way of comparing multiple alternate choices of vectorsize then you run it every plausible way pick the best barring that you take a random stab based on some precedent work that seems roughly similar in datagoals and hope that works ok until you have the chance to compare it against other choices the choice of skipgram or cbow wont affect the size of the model at all it might affect end result quality training times a bit but the only way to choose is to try both see which works better for your goals constraints json is an awful choice for storing dense binary data representing numbers as just text involves expansion the json formatting characters add extra overhead repeatedly on every tow thats redundant if every row is the exact same shape of raw data and typical later vector operations in ram usually work best on the same sort of maximallycompact raw inmemory representation that would also be best on disk in fat the best ondisk representation will often be data that exactly matches the format in memory so that data can be memorymapped from disk to ram in a quick direct operation that minimizes formatwrangling even defers accesses until reads needed gensim will efficiently save its models via their buildin save method into one or more often several related files on disk if your gensim wordvec model is in the variable wvmodel you can just save the whole model with wvmodelsaveyourfilename later reload it with wordvecloadyourfilename but if after training you only need the k wordvectors you can just save the wvmodelwv property just the vectors wvmodelwvsaveyourfilename then you can reload them as an instance of keyedvectors keyedvectorsloadyourfilename note in all cases the save may be spread over multiple files which if ever copiedmoved elsewhere should be kept together even though you only ever specify the root file of each set in saveload operations how whether youd want to store any vectorization of your million rows would depend on other things not yet specified including the character of the data and the kinds of classification applied later i doubt that you want to turn your rows into dimensions thatd be counter to some of the usual intended benefits of a wordvecbased analysis where the word apple has much the same significance no matter where it appears in a textual listofwords youd have to say more about your data classification goals to get a better recommendation here if you havent already done a bagofwords style representation of your rows no wordvec where every row is represented by a dimension onehot sparse vector and run a classifier on that id recommend that first as a baseline
71988281,is there a way to find the antonymword with the opposite meaning of a word with python do you know a dataset or an nlp toolkit,python nlp dataset,nltk is the main library for nlp and it includes many corpora see the code here how to generate a list of antonyms for adjectives in wordnet using python nltk documentation on using wordnet
71801656,extract meaningful words from spaceless texts,nlp nltk stanfordnlp spacy gensim,check out this thread where among other things a package is mentioned which does this generally an approach with a predefined list of common words can get you far your question has an overlap with the task of optical character recognition ocr post correction which you can find some pretrained models for although the problem being that strongly shifted towards one issue missing whitespace character probably leads to it not performing too great if you want to really get into this topic you could try to train a new model on this task i can imagine that recent popular transformer models which use subtokenlevel embeddings for unknown words could be trained to bring a decent performance on this task since there are models which go into a similar direction as grammar correction and sentence boundary correction there are also some older rulebased approach papers which call this problem word boundary detection or more specifcally agglutination check out eg but generally the amount of offtheshelf solutions you find for that problems is quite low
71679626,what is so special about special tokens,nlp tokenize huggingfacetransformers bertlanguagemodel huggingfacetokenizers,special tokens are called special because they are not derived from your input they are added for a certain purpose and are independent of the specific input what i dont understand is under what kind of capacity will you want to create a new special token any examples what we need it for and when we want to create a special token other than those default special tokens just an example in extractive conversational questionanswering it is not unusual to add the question and answer of the previous dialogturn to your input to provide some context for your model those previous dialog turns are separated with special tokens from the current question sometimes people use the separator token of the model or introduce new special tokens the following is an example with a new special token q first dialog turn no conversation history cls current question sep text eos second dialog turn with previous question to have some context cls previous question q current question sep text eos and i also dont quite understand the following description in the source documentation what difference does it do to our model if we set addspecialtokens to false from transformers import robertatokenizer t robertatokenizerfrompretrainedrobertabase tthis is an example inputids attentionmask tthis is an example addspecialtokensfalse inputids attentionmask as you can see here the input misses two tokens the special tokens those special tokens have a meaning for your model since it was trained with it the lasthiddenstate will be different due to the lack of those two tokens and will therefore lead to a different result for your downstream task some tasks like sequence classification often use the cls token to make their predictions when you remove them a model that was pretrained with a cls token will struggle
71634668,what is gensims simplepreprocess alternative in scikit learn,scikitlearn nlp gensim,i dont think scikitlearn provides a similar utility function but the whole logic of what gensims simplepreprocess is doing is only about lines of source code spread across functions simplepreprocess which relies on tokenize which relies on tounicode deaccent simpletokenize so if you wanted the same behavior without installing gensim you have the option to just copy paste or otherwise lightly adapt that source code
71607906,understanding gpu usage huggingface classification total optimization steps,python nlp gpu huggingfacetransformers,why optimization steps looking at the implementation of the transformers package we see that the trainer uses a variable called maxsteps when printing the total optimization steps message in the train method loggerinfo running training loggerinfof num examples numexamples loggerinfof num epochs numtrainepochs loggerinfof instantaneous batch size per device argsperdevicetrainbatchsize loggerinfof total train batch size w parallel distributed accumulation totaltrainbatchsize loggerinfof gradient accumulation steps argsgradientaccumulationsteps loggerinfof total optimization steps maxsteps permalink to the above snippet in the transformers repo the trainer has the following bit of code earlier in the train method class trainer def trainself none some irrelevant code ommited here totaltrainbatchsize argstrainbatchsize argsgradientaccumulationsteps argsworldsize if traindatasetissized numupdatestepsperepoch lentraindataloader argsgradientaccumulationsteps numupdatestepsperepoch maxnumupdatestepsperepoch if argsmaxsteps maxsteps argsmaxsteps numtrainepochs argsmaxsteps numupdatestepsperepoch int argsmaxsteps numupdatestepsperepoch may be slightly incorrect if the last batch in the training datalaoder has a smaller size but its the best we can do numtrainsamples argsmaxsteps totaltrainbatchsize else maxsteps mathceilargsnumtrainepochs numupdatestepsperepoch numtrainepochs mathceilargsnumtrainepochs numtrainsamples lenselftraindataset argsnumtrainepochs permalink to the above snippet in the transformers repo totaltrainbatchsize argstrainbatchsize argsgradientaccumulationsteps argsworldsize in your example will be equal to totaltrainbatchsize as expected then we have numupdatestepsperepoch lentraindataloader argsgradientaccumulationsteps which will give us numupdatestepsperepoch lentraindataloader now the length of a dataloader is equal to the number of batches in that dataloader since you have samples and we have a perdevicetrainbatchsize of this will give us batches going back to numupdatestepsperepoch we now have numupdatestepsperepoch python integer division takes the floor you dont have a number of max steps specified so then we get to maxsteps mathceilargsnumtrainepochs numupdatestepsperepoch which gives us maxsteps mathceil why does the padding operation get logged times in a transformers architecture you technically dont have to pad all your samples to be the same length what actually matters is that samples within a batch are the same length that length can differ from batch to batch this means that this message will appear for every batch that goes through a forward pass as to why the message appeared times even though batches have actually gone through a forward pass i can think of two possible reasons the logging of the padding operation and the logging of the progress bar are happening on two different threads and the former is lagging behind a bit extremely unlikely you had batches that did not need to be padded because all samples had the same length and that length was a multiple of already
71581197,what is the loss function used in trainer from the transformers library of hugging face,python machinelearning nlp artificialintelligence huggingfacetransformers,it depends especially given your relatively vague setup description it is not clear what loss will be used but to start from the beginning lets first check how the default computeloss function in the trainer class looks like you can find the corresponding function here if you want to have a look for yourself current version at time of writing is the actual loss that will be returned with default parameters is taken from the models output values loss outputsloss if isinstanceoutputs dict else outputs which means that the model itself is by default responsible for computing some sort of loss and returning it in outputs following this we can then look into the actual model definitions for bert source here and in particular check out the model that will be used in your sentiment analysis task i assume a bertforsequenceclassification model the code relevant for defining a loss function looks like this if labels is not none if selfconfigproblemtype is none if selfnumlabels selfconfigproblemtype regression elif selfnumlabels and labelsdtype torchlong or labelsdtype torchint selfconfigproblemtype singlelabelclassification else selfconfigproblemtype multilabelclassification if selfconfigproblemtype regression lossfct mseloss if selfnumlabels loss lossfctlogitssqueeze labelssqueeze else loss lossfctlogits labels elif selfconfigproblemtype singlelabelclassification lossfct crossentropyloss loss lossfctlogitsview selfnumlabels labelsview elif selfconfigproblemtype multilabelclassification lossfct bcewithlogitsloss loss lossfctlogits labels based on this information you should be able to either set the correct loss function yourself by changing modelconfigproblemtype accordingly or otherwise at least be able to determine whichever loss will be chosen based on the hyperparameters of your task number of labels label scores etc
71469605,understanding the winograd schema,nlp,the wikipedia page gives an example of a winograd schema with the two instances the city councilmen refused the demonstrators a permit because they feared violence the city councilmen refused the demonstrators a permit because they advocated violence the question is which noun group does they refer to in sentence it would be the city councilmen in sentence it would be the demonstrators how do you make that decision the syntactic structure of the two sentences is identical so it all hinges on the verbs to fear and to advocate in order to make the right choice you need to understand why councilmen fear violence and would thus refuse it if demonstrators advovate it this involves semantic and pragmatic knowledge which are weak areas in nlp it usually only works for limited domains as it requires a lot of world knowledge in this case about what you would expect from councilmen and demonstrators and what the role of permits is so while syntax is easy to handle for current nlp it is mostly irrelevant in resolving the winograd schema challenges
71318065,how to understand losslearning rate log scale plot using learnerlrplot in ktrain package,plot nlp loss learningrate ktrain,as the text from the lrfind method says you can visually inspect the plot and choose a learning rate in a range where the loss is falling prior to divergence a higher learning rate in this range will converge faster this is an idea called an lr range test from leslie smiths paper that became popular through the fastai library and was later adopted by other libraries like ktrain and amazons gluon library the red dot in this plot is just a numerical approximation of where the loss is dramatically falling that may be useful for automated scenarios but not necessarily the best in this plot the red dot represents the steepest part of the curve which is one strategy to automatically select a learning rate from the plot without visual inspection other automated strategies include taking the learning rate associated with the minimum loss and dividing by and finding the learning rate associated with the longest valley
70018491,what is this nlp task called,nlp,this is a semantic lookup where you look at specific terms in the text and find superordinates for them chlorpromazine is a medicine or a drug a diagnosis is a type of procedure and a patient is a living being you could do this with an ontology or a thesaurus some dictionaries also have information about superordinates often in the definition a horse is a mammal with four legs this is not named entity recognition in ner you identify something by its name and return a specific identifier so for chlorpromazine you would not say that it was a medicinedrug but you would get a serial number or reference for it which is distinct from any other drug
69907682,what are differences between automodelforsequenceclassification vs automodel,nlp textclassification huggingfacetransformers,the difference between automodel and automodelforsequenceclassification model is that automodelforsequenceclassification has a classification head on top of the model outputs which can be easily trained with the base model
69866866,what is the best way to compute metrics for the transformers results,python nlp huggingfacetransformers,in my opinion there is something wrong with the model dslimbertlargener youre using according to documents they have introduced an argument named aggregationstrategy for the exact same purpose full explanation but for some reason this is not working properly here now there are two options for the quick fix first change the model to one which is working fine output second translate the output to a more comfortable format to do the rest of the process probably with the aid of a state machine
69836422,bert outputs explained,python tensorflow deeplearning nlp bertlanguagemodel,the tensorflow docs provide a very good explanation to the outputs you are asking about the bert models return a map with important keys pooledoutput sequenceoutput encoderoutputs pooledoutput represents each input sequence as a whole the shape is batchsize h you can think of this as an embedding for the entire movie review sequenceoutput represents each input token in the context the shape is batchsize seqlength h you can think of this as a contextual embedding for every token in the movie review encoderoutputs are the intermediate activations of the l transformer blocks outputsencoderoutputsi is a tensor of shape batchsize seqlength with the outputs of the ith transformer block for here is another interesting discussion on the difference between the pooledoutput and sequenceoutput if you are interested the default output is equal to the pooledoutput which you can confirm here import tensorflow as tf import tensorflowhub as hub tfhubhandlepreprocess tfhubhandleencoder def buildclassifiermodelname textinput tfkeraslayersinputshape dtypetfstring namefeatures bertpreprocessmodel hubkeraslayertfhubhandlepreprocess namepreprocessing encoderinputs bertpreprocessmodeltextinput encoder hubkeraslayertfhubhandleencoder outputs encoderencoderinputs net outputsname return tfkerasmodeltextinput net sentence tfconstant improve the physical fitness of your goldfish by getting him a bicycle classifiermodel buildclassifiermodelnamedefault defaultoutput classifiermodelsentence classifiermodel buildclassifiermodelnamepooledoutput pooledoutput classifiermodelsentence printdefaultoutput pooledoutput
69726601,what is the best data structure for an emission probability table,python nlp viterbi,i would use dictionaries instead
69042028,what is the algorithm behind pairwise align in biopython,algorithm nlp biopython,the docstring of a private function in the code indicates that this is an implementation of the needlemanwunsch dynamic programming algorithm as modified by gotoh implementing affine gap penalties l of this code
68876169,what is the difference between nlpvocab and nlpvocabstrings,python nlp spacy,lennlpvocab is the number of cached lexemes which can therefore vary when you use the model on some words lennlpvocabstrings maps strings to hash values and vice versa it can give you the number of different strings for the model encorewebmd this would give you for example if you want to access the words try
68546867,meaning of outputtraining status of in stanford nlp ner,python nlp stanfordnlp namedentityrecognition,status is an exit code and nonzero exit codes mean your program failed this is not a stanford nlp convention its how all programs work on unixlinux there should be an error somewhere maybe you ran out of memory youll have to track that down to find out whats wrong
68337487,what is the correct way of encoding a large batch of documents with sentence transformerspytorch,python numpy machinelearning nlp pytorch,this line here sorts the input by text length before doing the encode i have no idea why so either comment those lines out or copy them to your code like then use the corpussorted to encode and map the output back using lengthsortedidx or just encode it one by one and you wont need to care about which output is from which text
68163759,what is the use of the bots name in python chatterbot,python nlp chatbot chatterbot,from what i have seen from their chatbotpy the constructor requires name as the only parameter i am unable to find anything in the documentation that addresses it and i can neither test it as of now but based on it appears that upon generating an answer it is used to define the persona parameter for the statement constructor upon looking into the stament constructor it seems that the persona parameter might be a string identifying who generated the statement
